dimension_0;dimension_1
12.30307022;2.621954957
12.80424783;3.289972081
13.6314641;2.69046738
12.98695462;2.148954165
13.41544789;3.180673702
13.48089542;2.343012236
13.69170272;2.889917184
12.76316044;2.573940931
13.63818958;2.559456225
13.73760932;2.659798436
12.78354695;2.131532333
13.31779925;2.711309892
13.19508182;2.756571494
14.47955838;2.863608592
10.82769705;2.262694836
11.25849612;2.186970768
13.41404854;2.433129116
13.19845774;2.258120897
12.64690134;2.149781629
13.15995161;2.918601578
12.66187127;2.806752744
11.46043742;2.654328591
13.88902088;3.076506655
11.25047108;3.159644849
12.58491743;1.822769395
13.19590106;2.470629139
12.69334957;2.423914997
11.13241437;2.570193852
12.63554993;2.623312667
12.98399877;3.423719695
12.54743332;2.513684426
11.33951461;2.89296947
12.53837635;2.123952463
12.54291005;3.110777312
13.17712539;2.451334917
11.48271578;2.637057249
10.85842262;2.704524186
10.63468886;2.470770855
13.40398853;2.146146362
12.87676293;2.296079843
11.59140918;2.682993915
13.6143569;2.852433939
12.13080895;2.743359202
14.11005602;2.50587943
13.03642098;2.772891758
12.4502471;2.126771453
13.22737007;2.833303414
12.77002731;2.666607947
13.15653769;2.770188836
13.24509669;2.770923503
13.64147199;2.372512489
14.10310624;2.633860107
13.19805467;2.884627974
13.13672494;2.738617743
12.98576947;3.149086377
12.5523712;2.933686901
12.11563481;3.105217563
10.83871187;2.60255768
12.62141221;2.55431088
13.08527764;3.06663321
12.71896621;2.531460293
13.38221669;2.665154862
11.92281497;2.822776746
12.80466063;2.955665549
12.63044284;3.47573309
13.39934494;2.64223845
13.4187726;2.734321296
13.42296795;3.181082154
12.54908097;2.128019696
12.48148413;2.202062395
12.20958248;2.536662027
11.53916968;3.194247664
12.12947844;2.743830248
11.98569719;3.191396547
12.39770333;3.188238355
12.99570497;2.911469002
13.87040237;2.534969966
13.35539002;2.676196969
12.14553231;2.59226954
12.71222247;2.950041345
12.70528381;2.845636965
12.88973843;3.354286634
13.30229624;2.88633709
11.98562263;3.078365145
13.69168463;2.482959814
13.19999025;2.203697302
11.05705715;2.329392109
12.42964173;2.479594594
13.40471266;2.625965966
14.01671591;2.544607379
13.66593081;2.720040509
13.96772921;2.370441856
12.77876299;3.011829859
12.62261809;2.451647567
11.62510327;2.472986119
13.92408496;2.458510052
13.10904798;2.405137821
12.52254434;2.556377488
12.27836109;3.061752757
11.16731262;2.809751982
12.79195201;2.766697044
11.96422986;3.013599191
11.46140015;2.583103552
12.79621103;2.385511452
13.38403738;2.462059599
12.40158159;2.66013984
11.45015821;2.952817571
12.83722068;2.619611707
11.79616772;3.150911776
13.15414741;2.681092707
13.64788422;2.231175411
12.84775805;2.220876824
12.35685055;2.880781508
13.10277245;3.288588198
11.73313081;2.336282382
12.54813471;2.673318776
12.86050232;2.432331284
12.16528305;2.283593141
10.31403121;2.612424411
12.51501838;2.507244455
10.27350451;2.358774501
12.21176114;2.331558772
13.46323799;2.348661365
12.10003029;2.175291931
12.43579784;2.624637062
12.28732961;3.125336547
12.48091091;2.286058305
12.290263;2.992244235
13.71981159;2.618855889
11.66425168;2.754380747
12.3768924;3.311860666
12.50469839;2.519054947
13.28017568;2.66346131
12.91637408;2.493421325
13.31952326;2.792337065
11.02350968;2.628391141
13.39045901;2.20480817
12.05422674;2.995502839
11.32774672;2.506593794
10.56831137;2.868372124
13.55873879;2.010019535
13.62207709;2.542395794
13.48927703;2.81449663
13.55346742;2.717193989
13.83098924;2.705431163
13.60858759;2.754403462
13.5872425;2.618622388
13.55015898;2.185111568
12.99979736;2.771982092
12.86239688;2.537264178
12.36869417;2.734748999
11.69982618;3.685222532
12.03325201;3.555901191
11.46724199;3.479866147
11.20234654;3.676641874
12.12203562;3.610943794
12.10944171;3.601415061
11.89118007;3.670165467
11.75112805;3.677992265
11.74892509;3.813313811
11.95926509;3.681639026
12.66150889;3.635436523
12.19972431;3.493357932
12.00746124;3.903232281
12.16435234;3.439304206
12.45329388;3.574992243
12.34844734;3.619336773
11.33564745;3.481926827
11.2844385;3.722296412
11.50690515;3.830161135
11.86013443;3.5574376
11.56196208;3.774457725
12.19223243;3.707130168
11.908363;3.603111398
11.59900308;3.6585403
12.2797318;3.803402725
11.6562075;3.591532824
11.9909725;3.534571353
11.55963483;3.690993832
11.65803341;3.675342866
11.72529841;3.659957694
11.39425505;3.5885328
11.81729779;3.534545447
11.51966355;3.511145626
11.14789272;3.582755275
11.64775707;3.69069907
11.20734696;3.68871619
11.48759474;3.75213043
12.53879536;3.768733307
11.71796543;3.74162705
12.14291303;3.615161292
11.83000249;3.679909784
12.76592492;3.552599673
11.56552028;3.646755175
12.22566628;3.601107904
11.71020874;3.775882221
11.64334506;3.593603848
11.33169358;3.71204622
11.71766533;3.539245571
11.8457109;3.478915132
11.65410596;3.655231672
12.23575999;3.671803403
11.58442983;3.484815585
12.19342875;3.798676207
12.38693078;3.655313919
12.36824318;3.625156201
11.70080912;3.597732269
11.06125248;3.797885471
12.03550683;3.691009171
11.29317347;3.685129593
12.04895164;3.547242085
10.76543764;3.631513558
11.7594442;3.54694551
11.31851849;3.731432796
11.91563413;3.498213095
11.92297954;3.589814138
11.6578993;3.382147868
11.48958747;3.647729994
12.1326651;3.56258392
11.96678755;3.546645293
11.27872138;3.490717018
11.67615769;3.416584084
12.04198342;3.611750707
11.71415282;3.423979193
11.50682122;3.566386567
11.83523091;3.802456819
12.09869268;3.74897626
11.45206706;3.734103862
11.97438944;3.684383067
11.95923156;3.667993444
11.70102584;3.464511581
12.30388247;3.6638302
11.89664445;3.556206208
11.9714375;3.643088505
12.31222029;3.552670971
10.73905393;3.575578085
11.99678474;3.57891541
11.93772237;3.641141066
11.35088825;3.536617005
11.96341105;3.685393067
11.9281397;3.694755956
12.12421083;3.622964586
11.49009589;3.563832643
11.42347578;3.655472064
11.63716694;3.639495058
11.93517573;3.562313812
11.34565156;3.551757272
11.17162231;3.445196356
11.64743854;3.526781352
12.43498752;3.496323249
11.94442285;3.677865077
12.25456375;3.600891307
12.00423909;3.740721224
11.64955691;3.638277645
11.9128631;3.667551108
11.8171518;3.924371628
11.49807336;3.627171722
11.84079477;3.598098209
12.23526323;3.560414483
11.92362409;3.668903714
11.97417025;3.569623144
11.1469605;3.827221406
12.10145063;3.741435616
11.85887093;3.904187002
11.81088329;3.558882092
11.21542577;3.478307838
12.03036545;3.529288355
11.70045966;3.563270809
12.13554363;3.687632185
12.03221907;3.726576022
11.88009273;3.827511466
11.86129457;3.709224266
11.31308909;3.742169927
11.7023226;3.545170009
12.23157255;3.775308948
12.05492019;3.581096247
11.76743716;3.658045776
11.60849706;3.660905267
11.56838012;3.522103775
11.97543117;3.76724335
11.40948456;3.574650481
11.79787932;3.554954528
12.10314119;3.677853577
11.47815563;3.603955761
11.53614008;3.52544527
12.11469414;3.487509291
12.23857607;3.710310927
11.17887948;3.51439902
12.32963594;3.842372747
11.9113488;3.699150819
12.33281729;3.541524363
11.455797;3.353838106
12.50100047;3.674156982
11.75706999;3.806588358
12.69698679;3.759935062
11.86550665;3.724268852
11.88864392;3.50285015
11.9645566;3.480326929
11.56043948;3.592470876
11.79700391;3.836831438
12.47636258;3.541175635
12.30672444;3.589321602
11.76407067;3.585747401
12.0343775;3.824444939
11.8520518;3.618215856
12.83393971;3.688784319
11.96130116;3.588094347
11.42948841;3.69313242
12.05717613;3.777525041
11.83175075;3.559014394
11.77307045;3.565364064
11.65581444;3.650248068
11.67124257;3.49999224
11.43553033;3.507003148
11.54820573;3.714606337
11.92754225;3.583120032
12.58397182;3.500491536
11.5255595;3.646540485
11.34074115;3.672794631
12.05557038;3.54420536
11.43760623;3.735250681
11.79995467;3.541589905
12.27591358;3.454624499
11.76828069;3.645760442
11.78678089;3.671189733
11.75506931;3.298688398
12.0465247;3.554940045
11.49611673;3.631856723
11.77681365;3.772424248
11.99413909;3.885268851
11.6340466;3.651299396
11.71280871;3.768254545
11.70590876;3.604965721
12.13093558;3.631457237
11.68946529;3.458179367
11.5594912;3.447709543
11.46560184;3.566359972
12.34557778;3.859425809
12.62407347;3.721094153
11.88331721;3.585190685
11.83686748;3.695538015
11.52156115;3.459985126
11.93046183;3.655359007
11.77607075;3.719450197
11.81564029;3.645617308
11.98483588;3.743157613
11.53863969;3.441303917
12.31315439;3.700866507
12.13606912;3.609967657
11.46230889;3.666551181
11.80021719;3.524635116
12.45368534;3.693008564
12.31506385;3.7244437
11.64431157;3.542004542
11.9010757;3.589047553
11.17197936;3.730943382
11.76834144;3.835497078
11.80686154;3.58645482
11.29116328;3.558542912
12.19844778;3.587224096
12.46711803;3.629999175
11.54574761;3.880101434
12.55376729;3.6161896
11.48120607;3.76200116
11.46451054;3.748290608
11.66922584;3.515325652
12.27021839;3.684500209
11.78703797;3.68140643
12.18114764;3.822110086
11.6733358;3.516845416
11.71457822;3.551797153
12.08656371;3.585072059
12.58413531;3.494653041
12.4133944;3.586628099
11.76043392;3.737930977
11.6516743;3.542380018
11.87700062;3.80364864
11.41666943;3.652394219
11.65976173;3.715248718
11.5594053;3.397694891
11.88200524;3.582925738
11.98960755;3.593697806
11.37803714;3.601402801
12.10457367;3.623035174
12.18965457;3.659663656
12.62653694;3.525642438
11.72793354;3.581314396
11.70257855;3.62961632
11.81190646;3.766799151
12.22468616;3.598037503
11.6844416;3.560889521
12.07632145;3.361152814
12.02690064;3.684147446
11.85773645;3.741173947
11.68058476;3.594853383
12.00826702;3.636039952
12.07257312;3.590189528
12.03278717;3.784963395
12.12851151;3.562529181
11.94899063;3.556664567
11.86448096;3.69127549
12.17198839;3.779856878
12.27184772;3.56159359
11.36830222;3.580413797
11.11543426;3.690027234
11.67901989;3.866622371
11.78323643;3.65709187
12.04248834;3.610088678
12.19198548;3.581622866
11.17424698;3.58497819
11.44325955;3.730290526
12.19114374;3.671274321
12.20901328;3.730008594
12.02888622;3.553554581
12.13066895;3.44734377
12.08258907;3.778568936
12.30369925;3.466591508
11.50365938;3.819358546
11.55622009;3.688256148
11.59608592;3.742930963
12.08428035;3.602848622
11.70765348;3.649019601
12.1997611;3.491626773
11.92418821;3.609508219
12.66065612;3.666109656
11.66829274;3.462043836
12.32680754;3.462394696
11.4812565;3.525696775
11.70853582;3.395092109
12.01191321;3.547784867
12.4603104;3.58660892
11.92702858;3.536262854
12.31707682;3.535588196
11.9476881;3.584910048
11.2205888;3.68090881
11.57416604;3.720434629
11.70661451;3.516867985
12.14708974;3.657462092
11.9188718;3.673962757
11.54565005;3.738446158
11.31469816;3.639759774
11.99450532;3.769920354
11.67395171;3.600788798
11.84453512;3.533809567
12.11821216;3.533996279
12.37788248;3.783617128
11.77118355;3.73306145
11.70993803;3.534177507
11.82782505;3.684020694
11.81890072;3.579097866
11.82128782;3.616726564
11.82896933;3.219170054
11.03425832;3.354877859
11.32085057;3.395229141
11.01495133;3.200711585
11.37879146;2.886530455
11.42960233;2.895125371
11.4575481;3.01499379
11.72309893;3.362312085
11.80425413;2.845251538
11.03132234;3.292888367
11.4809522;3.374861386
11.63326715;3.144018791
11.5916189;3.124435575
10.70927158;3.259786017
11.59219423;2.972207776
11.37336852;3.126891875
11.36101551;3.561570199
11.14689075;3.165384385
11.19776134;3.381618878
10.95215174;3.559800817
10.90730457;2.930540723
11.46229038;3.361075786
11.37229573;3.174816515
11.5958195;3.025343796
11.12265122;3.527357301
11.90584671;3.083130945
11.25289248;2.955383405
11.52904727;3.343365154
10.67495309;3.17786533
11.27649044;3.166958161
11.00994646;3.276497698
11.69664568;3.128381322
11.31666407;3.580411265
10.90073713;3.22011079
11.49607558;3.349893285
11.59114824;3.213165165
11.21242302;3.154095927
11.50946147;3.251001997
11.54800663;2.975794465
11.55550525;3.210418515
11.13156437;3.341239214
11.27760268;2.866485132
11.20201569;3.220918774
11.26517061;2.83075257
11.32016098;3.155383291
11.71874235;2.933110386
11.39717908;2.681930862
11.6130712;2.63764868
11.64286727;3.064858612
10.74199089;3.286453498
11.5428312;3.434259198
11.26745778;3.05594329
11.84637437;3.380875033
11.09464046;3.144229868
11.10545047;3.224444519
10.95697352;3.016769937
11.7198946;3.402384739
10.86676001;2.863866026
11.49948669;3.353518572
11.31591985;3.210639722
11.69749501;3.442922239
11.32885679;2.815530742
11.47984184;2.911503621
11.22870313;3.175901736
11.69675602;3.292706412
11.43162312;3.244405477
11.86914714;3.514703193
11.49550927;3.370701924
11.27859595;3.385782561
11.63586107;2.99973708
11.68557815;3.254958802
11.54371354;3.235000323
11.20007988;2.988819966
11.45298761;2.934379503
11.07453102;3.480619867
11.00388516;2.995232329
11.44835451;3.300121809
11.62614301;3.258455804
11.66892498;2.933896517
11.0928673;3.131652193
11.49472883;2.880003608
11.7128046;3.297272029
11.78103447;3.318539802
11.56105024;3.143793441
11.68137349;3.250446558
11.55321562;3.383905994
11.61130918;3.294858802
10.79339155;3.341902566
11.66378884;2.746298451
11.6651727;2.997972696
11.59109602;3.001487363
11.02827851;3.201489477
11.04005267;3.004274675
11.33154542;3.206331285
11.53755059;2.904115031
11.3398616;3.404260896
11.55198003;3.671035743
11.62392198;2.884199227
11.65221511;3.170101385
11.60364041;3.13685985
11.60334803;3.106953964
11.11716331;3.17793355
11.75393138;3.105258821
11.64400459;3.066224483
10.68552527;2.975291273
11.26036287;3.243703805
11.38334462;3.115200866
11.65553584;3.095358889
11.49779397;3.081535487
11.53695558;3.145580767
11.6867995;3.130224626
11.26876683;3.004370157
11.10003285;3.060047435
11.73962246;3.150292777
11.27587843;3.142916102
11.77191789;3.132200612
11.513974;3.152247579
11.82924072;3.141530984
11.11130152;3.039494996
11.16981977;3.165285402
11.41998616;2.913963668
11.73064584;2.937567521
11.90596424;2.992403329
11.63716552;3.078320515
11.59336039;3.19909102
11.61838962;3.165571826
11.50791504;3.495369291
11.44638755;3.48607375
14.21304493;4.270748194
13.37529601;4.538549135
14.3397022;4.021165307
13.88737785;4.286464388
14.00951835;4.219511429
13.40958367;4.428993887
14.00537483;4.668122094
14.02008916;4.44412902
12.97972643;3.929137789
13.62261465;3.751321286
13.31069857;4.043665686
13.23405869;4.418610316
12.9517963;4.952754691
12.65987352;4.278867954
13.81754503;4.345153517
14.03661444;4.656994852
13.46274677;4.062098853
13.90459805;4.166621845
14.05326908;4.131309598
13.96707797;4.057947741
14.27442834;4.252222205
13.66598774;4.338646124
13.02523282;4.271505649
13.50032518;4.292079149
13.34627611;4.153244241
13.34421053;4.270473009
13.53871208;4.226298658
13.23557275;4.315641004
12.96823407;4.345514123
13.03538969;4.300439009
14.13099528;4.498079834
13.96033801;4.483482542
14.03579103;4.26587035
13.91123138;4.161253033
12.60715443;4.438923074
12.41080034;4.641728097
13.52559324;5.275602103
12.02243742;3.299652783
12.29254511;4.375421655
12.20424353;2.277868245
12.09262611;3.934964792
12.19838379;4.358660365
12.20526514;2.45332953
12.1133436;3.641544093
12.27588595;3.980534248
12.27864796;3.911305477
12.10601806;2.715579371
11.92714017;2.200792057
11.99606079;2.890646853
12.09421205;3.132369146
12.27011079;2.122036787
12.26802687;4.677682226
12.10460529;3.948955337
12.39724352;3.47923455
12.29418323;4.021024321
11.96836385;3.778567514
12.2138557;3.740757687
12.0962175;3.77126589
12.26404412;2.575334571
12.07489265;4.292734994
12.1085382;2.072138103
12.25660284;2.416650741
12.34214699;4.630024253
12.16810359;3.844471314
12.13998874;3.457183588
12.28305632;3.651506021
12.03948223;3.209795567
12.16959758;4.23861706
12.10828971;3.226686827
12.04286897;2.756115865
12.09931047;3.656867511
12.2746631;2.503511351
12.22580353;3.203320298
12.04509055;4.37010786
12.15276064;2.838935496
12.14996406;4.334957291
12.15829594;2.283826176
12.01313892;2.938582252
11.878541;3.67637527
12.2456313;4.42326433
12.0658795;3.846332561
11.98611258;1.96393252
12.13208811;4.064832493
12.23405538;4.444805851
12.37409889;1.591126765
11.99961001;2.640570774
11.95104541;2.851937435
12.14154117;3.92206227
11.93483774;4.277153976
11.87891612;3.2188136
11.83877905;4.220879559
11.8359105;2.061174326
11.86880105;2.214346279
11.86968169;2.826132888
11.87601938;3.797260436
11.89797348;2.173487954
11.90277799;4.029702246
11.92179094;3.844646993
11.91019322;2.685632339
11.90550385;3.881723641
11.90634941;3.526093381
11.84906496;3.500087504
11.89468465;3.428161869
11.7843422;3.603117935
11.89705224;3.414975988
11.90346297;2.669911686
11.84380866;2.312007707
11.92026428;3.70267448
11.88647787;3.867150817
11.83130353;4.024013695
11.86524197;3.907277502
11.8960684;2.041581851
11.85895691;2.534474245
11.98211857;3.636754537
11.85863319;3.319445967
11.92135546;2.585396503
11.87608781;2.527552088
11.93336025;2.870553526
11.86378354;4.303990628
11.85980492;3.227939919
11.87630636;3.485162272
11.96321136;2.667543122
11.83731203;3.00320635
11.90895723;3.794220415
11.90131375;3.203505568
11.97082954;3.607693849
11.90805438;2.96160792
11.88541827;3.832958055
11.82060942;3.225887028
11.88255602;4.270951948
11.83082283;2.741608676
11.43814472;5.276474691
11.66127661;5.426489045
12.07901524;5.208350452
11.93644845;5.31159699
11.66229711;5.393914654
12.54110506;5.380399698
12.35175408;5.421726647
12.68180223;5.496205493
12.49476741;5.346487066
12.2598203;0.922967763
12.17481277;1.095762427
12.25136022;5.399150936
12.3029756;5.331574893
11.96534064;5.384021129
12.12087836;5.415337225
11.99820388;5.188558284
11.98221259;5.177269647
12.11915018;5.300956615
11.83759843;5.33946942
11.91426714;5.232576443
11.94063321;1.096923801
11.88806488;5.398420784
11.83710871;4.828667973
12.25302475;1.677816432
12.21607313;4.996351448
12.29099608;4.948662166
11.53151328;5.021024061
12.38398153;5.133781247
12.27396538;4.803871204
12.21668633;4.977783836
12.28472119;1.536542533
11.92263462;5.137807025
11.94991265;4.71402285
12.07347197;4.840686245
11.95216411;5.142267862
12.27134589;5.039446352
12.16734828;5.110489816
11.98227993;1.379378118
12.34397057;5.122790785
12.08039837;1.280986247
12.06552642;4.93921911
12.22242994;1.234367482
12.1272088;1.313562115
12.13112129;1.270002971
12.05848445;1.883243277
12.15328885;1.316186907
12.29854418;1.257480162
12.30276834;1.577826263
11.78972032;4.656986792
11.97879446;4.597737724
11.99929037;1.402359597
12.21042582;1.259880968
12.06823813;4.878644519
11.95431452;1.745895763
11.88307979;4.895441612
11.95278587;1.625474916
11.89441717;5.016042976
11.92954193;1.564392184
11.90110803;1.618872627
11.78425328;1.72358125
11.87119193;1.736846086
11.85970239;4.941543795
11.88290844;1.586320309
10.91005977;5.531317981
2.900406734;-22.73742947
3.253351832;-22.36925675
3.873767672;-24.05420024
3.94215139;-25.28171314
3.995418096;-22.78737019
4.441940195;-24.41915662
4.380425465;-21.52435231
3.743254611;-23.15572149
3.291273716;-24.17561749
4.857400544;-22.14677142
3.617491511;-22.82074942
4.268382455;-21.47040777
4.272176845;-21.44695733
4.222213031;-23.90724869
3.711803549;-22.60681373
3.677807976;-23.99386907
2.919063017;-22.31315019
2.998723522;-23.53917189
2.630467501;-23.64050061
3.68593622;-23.4524952
3.673101775;-23.42783233
4.907972927;-22.30903388
4.278631933;-22.42734096
3.667423676;-23.43629965
3.96779703;-22.16759664
3.660319946;-22.27586681
4.314278865;-22.32801809
4.739809972;-24.3342781
4.765718516;-23.55217936
4.340047504;-21.42751264
4.130740151;-22.92559064
4.097374208;-22.11070208
2.589264035;-23.72628327
4.532410478;-22.45764648
3.900196649;-22.88885666
5.01010684;-22.7111414
4.374653577;-23.79037346
4.851775048;-22.57291855
4.024483314;-22.28432009
4.247231373;-21.98737083
4.638508212;-21.61942933
3.75086779;-24.30166664
2.956480451;-22.46739543
3.800776625;-24.71413113
3.349891757;-23.75110473
3.637435934;-22.50247902
3.427939084;-23.02117272
3.103183174;-22.1955069
3.504078061;-23.26432424
3.828773954;-22.71126169
2.713094911;-23.55538583
4.424720189;-24.24135408
4.278658122;-21.57484197
3.123761104;-23.37293857
4.218023156;-23.60797276
4.236816318;-21.78559865
3.315056063;-22.3401782
3.108461029;-23.3345061
4.009810684;-22.34018502
4.452729449;-23.07395374
3.636803523;-23.16682821
3.187143317;-22.44005484
4.231442138;-21.68400799
4.503274419;-21.97915347
3.553253739;-23.5109996
4.429768923;-21.7696031
4.393108708;-21.94666825
4.243480172;-22.26577182
2.938077867;-22.05395443
4.178364789;-21.72747419
4.117962563;-21.78849805
3.298873983;-24.52190712
3.542913904;-22.56915278
3.526759395;-22.49786133
3.94432708;-22.08565388
2.941769637;-23.51666264
2.848872489;-22.43643267
4.329242822;-21.43758837
4.376354192;-22.16877731
3.443301934;-23.6711219
3.410933241;-23.69338446
1.76707709;-23.98642001
1.815977346;-24.10698169
4.655256348;-20.53928322
2.336905338;-22.37026047
4.695801021;-21.02327305
5.552655385;-23.33262391
5.014817946;-21.79652839
4.991815449;-19.59860119
2.274098148;-21.30183463
4.916498159;-20.37121811
4.762071894;-21.77879647
4.744582923;-21.44006175
5.03540531;-18.95318648
4.979089294;-21.25139042
5.365579196;-22.04905689
4.984541005;-19.09110951
2.584847485;-21.50728649
5.034906056;-18.58414666
4.563033524;-20.98187701
4.62854141;-20.92091175
4.868074331;-21.42379116
5.211594537;-21.49496211
2.426585813;-21.88171709
4.929205117;-19.5472635
5.006697733;-19.52360631
4.816296716;-20.36093472
4.885943266;-22.02192597
4.955913595;-20.8042927
2.693145735;-21.69072139
2.224332178;-22.46683075
5.055393077;-21.92968206
5.213663109;-21.06331802
4.617360801;-20.80907568
5.213657012;-21.08221426
4.536304256;-21.03697975
4.778916836;-21.07169382
2.530658108;-21.41376799
5.187708571;-21.34560817
4.955492733;-19.13578955
4.893217533;-20.18041601
5.019224262;-21.28052249
5.459139748;-22.63471135
5.118853078;-20.75589795
4.77276601;-21.6822078
2.363586461;-21.32790988
2.484958527;-21.25602333
4.911246202;-19.19085606
5.04049619;-19.78393119
5.052334784;-19.87712462
4.925929011;-19.35388493
5.021786517;-20.27425392
5.108483227;-22.06922142
2.329360508;-22.45513256
2.433947758;-22.45650228
4.668090162;-21.37087311
4.555954999;-20.7596999
4.96481102;-20.85516997
5.028219248;-19.16235341
4.852548426;-19.79455085
5.174644957;-21.89537577
2.533821417;-21.5831636
4.851312158;-19.95196739
2.526778601;-21.63783875
4.68717562;-21.01414788
5.215841099;-21.53338556
4.961245194;-20.52308592
4.616282828;-20.79552321
2.130774872;-20.65074259
3.922235529;-21.49047391
2.794386126;-21.63230249
3.73297563;-21.83468773
4.337776314;-21.08441823
3.059701255;-22.03013897
3.666877273;-22.13779498
4.326404769;-21.16759315
3.15328384;-22.11807371
3.51562316;-21.97766625
3.639173828;-21.74840402
3.852322506;-21.82137903
3.680679799;-21.77151145
3.413199256;-21.88648736
4.05421082;-21.37659207
4.222614329;-21.18990431
3.980601702;-21.60841334
4.02880688;-21.73841355
3.603209717;-21.89831161
3.402832844;-22.12934334
3.278806127;-21.95748442
3.951262937;-21.83067517
3.120761137;-22.00613102
4.822991763;-19.61245153
2.412129747;-20.85022807
4.773492402;-19.76107895
2.473955303;-20.83537992
4.805671509;-19.52834205
2.29497386;-20.31553569
2.548726956;-21.10134322
4.515906207;-20.76741575
2.737411197;-21.43309465
2.378968401;-20.55026315
2.575750985;-21.29900329
4.91669689;-19.11323642
3.476693494;-21.6372325
4.140595255;-20.782528
4.214673562;-20.39862416
4.613725293;-19.85641418
3.669585562;-21.52735129
5.110531563;-15.34077064
4.011033752;-20.98055266
4.604489835;-20.26174183
4.119715901;-20.63817345
4.00202548;-20.73595291
3.289203934;-21.4308367
3.586293815;-21.42777251
4.139519341;-20.91233586
4.307362509;-20.38498199
4.56084829;-19.90568942
3.341072428;-21.20837735
4.065794812;-21.24331024
4.402232599;-20.40525743
3.044799193;-20.88245576
3.599772856;-21.17148865
3.778938873;-21.25555701
2.548837126;-20.54658713
3.682001155;-21.07808072
2.882717958;-20.74501314
4.393575128;-20.0805871
4.789409819;-18.72930991
4.553838621;-19.97375397
2.35217681;-20.28645024
4.67296953;-19.41344103
4.340153242;-20.59733631
2.707767772;-21.16657497
2.871105881;-20.75378829
3.918702208;-20.97840923
4.76193773;-18.86854965
3.895285279;-21.49564912
4.787862709;-19.47895393
3.509551586;-21.23158316
4.714540361;-19.06686434
3.704427301;-20.9497242
2.430652243;-20.06267487
2.359730812;-20.13412558
3.887258726;-21.41297658
4.005940708;-20.93720707
4.801682195;-18.80246535
2.414429017;-20.16762958
4.497487432;-20.23660324
2.230397748;-19.76302927
4.421291102;-19.97876486
4.019936461;-21.15489378
4.319834847;-20.75585531
2.387756208;-19.90049992
3.578977233;-21.33555653
2.432108294;-20.28360417
2.419529974;-20.06611255
2.958467227;-21.36831096
2.733979063;-20.79225511
4.583885225;-19.65232471
4.69634765;-19.43318707
4.649617329;-19.90904444
3.524468122;-21.02549239
4.819175787;-19.19600322
3.172313299;-21.06550241
3.136477621;-21.0985533
3.068954685;-21.22351629
4.46927132;-20.29281997
3.663177493;-21.34554845
3.158945347;-21.43359454
3.856711226;-21.01186539
4.787857257;-19.01262606
4.217617965;-21.02557122
2.692851691;-20.88560453
4.142833044;-20.72400612
3.729122126;-21.43110209
4.835481493;-18.81946342
4.181413981;-21.0333886
3.613849816;-21.2802613
3.016347943;-20.95560992
3.092843575;-20.93614403
3.537066294;-21.44811267
4.846647473;-18.92794586
2.691899541;-20.7937853
4.289094401;-20.35916859
4.658803322;-19.74876189
4.077279881;-20.79004436
4.547032103;-20.09524152
4.731690719;-19.80544625
3.655907337;-21.06659158
4.856215266;-18.30898956
4.952741878;-14.26648749
2.68882389;-20.83385449
3.477366783;-21.09313387
3.909855358;-21.25568044
3.225354327;-21.20297778
2.946483625;-21.13206578
4.939639093;-16.73892448
4.31364007;-19.18614163
4.110564473;-14.38615309
4.796098637;-15.33938821
3.254239306;-19.74653188
3.651689673;-20.60495639
3.0894775;-17.5342102
2.412828054;-18.20567457
2.675424497;-18.54346777
4.488267884;-17.09159395
3.810958454;-16.71904718
4.077090028;-17.81057601
3.713200505;-19.79915845
4.484660012;-18.42017945
3.787484977;-18.0302835
2.491943019;-19.92532369
2.978642132;-18.94241172
3.833739772;-18.93089238
4.841677005;-14.16944558
4.495074264;-16.42404814
4.130319177;-18.77710822
4.895229854;-17.31852294
4.25993299;-18.03868857
4.230371848;-20.14966465
3.823305688;-17.53189821
2.776336083;-14.45572097
4.14556449;-18.82014919
4.191662537;-17.78993386
3.585918251;-18.48230081
4.666638683;-19.04222866
3.985657683;-19.82378175
2.958467604;-20.31530258
3.144109785;-17.80547583
4.09938678;-19.78558675
3.606629333;-20.9504293
3.992185124;-12.85244334
3.843515688;-17.80743272
2.882403042;-19.88491874
4.225807539;-20.01019297
3.422744074;-16.55883433
2.93223242;-19.75603568
3.261498006;-19.92659328
4.532710566;-18.82274928
3.706833304;-19.64521874
3.606948961;-14.60221031
3.613515271;-16.75568363
2.960916287;-17.39237762
3.886134656;-18.85116612
3.989950168;-18.15588655
2.913128119;-15.23796862
3.428553951;-16.75303554
4.266657381;-19.16376359
3.643993637;-18.08336992
3.32056026;-18.56952026
3.07181873;-18.54255093
3.513072385;-14.34778933
4.139504542;-19.36875399
2.78584822;-19.56175229
3.599086758;-20.36482946
2.669089324;-14.59709765
2.271442879;-17.82682719
3.403650554;-19.34142364
4.284851483;-17.12633816
2.842095166;-15.41802133
4.173818084;-18.09683924
4.317752746;-18.35392343
3.330540796;-16.58734414
3.442001821;-17.80238806
3.607079696;-16.94629603
3.462276354;-20.25574497
3.476720845;-20.07199904
3.049609301;-18.25745005
2.950793968;-18.90646572
3.798062391;-16.7126475
3.452984868;-19.36188626
3.337118619;-17.1836875
3.380474679;-20.28995695
3.888506798;-18.06711105
4.029838242;-19.52002356
4.127742601;-17.10853591
4.706473329;-14.76673652
2.29227974;-16.73551965
3.285862919;-12.65049919
3.577876603;-17.21410723
2.888330263;-14.33495442
